repository,branch,codelist
"amr-uom-brit","ab_covid_1","codelists/opensafely-alpha-adrenoceptor-blocking-drugs.csv"
"amr-uom-brit","ab_covid_2","codelists/opensafely-alpha-adrenoceptor-blocking-drugs.csv"
"amr-uom-brit","case-control_study.definition","codelists/opensafely-alpha-adrenoceptor-blocking-drugs.csv"
"amr-uom-brit","case_control_AB_covid","codelists/opensafely-alpha-adrenoceptor-blocking-drugs.csv"
"amr-uom-brit","CC_AB_V3","codelists/opensafely-angiotensin-ii-receptor-blockers-arbs.csv"
"amr-uom-brit","CC_AB_covid_V2","codelists/opensafely-angiotensin-ii-receptor-blockers-arbs.csv"
"amr-uom-brit","CC_outcome_2","codelists/opensafely-angiotensin-ii-receptor-blockers-arbs.csv"
"amr-uom-brit","CC_outcome_3","codelists/opensafely-angiotensin-ii-receptor-blockers-arbs.csv"
"amr-uom-brit","ab_covid_1","codelists/opensafely-angiotensin-ii-receptor-blockers-arbs.csv"
"amr-uom-brit","ab_covid_2","codelists/opensafely-angiotensin-ii-receptor-blockers-arbs.csv"
"amr-uom-brit","case-control_study.definition","codelists/opensafely-angiotensin-ii-receptor-blockers-arbs.csv"
"amr-uom-brit","case_control_AB_covid","codelists/opensafely-angiotensin-ii-receptor-blockers-arbs.csv"
"amr-uom-brit","CC_AB_V3","codelists/opensafely-antibacterials.csv"
"amr-uom-brit","CC_AB_covid_V2","codelists/opensafely-antibacterials.csv"
"amr-uom-brit","CC_outcome_3","codelists/opensafely-antibacterials.csv"
"amr-uom-brit","ab_covid_1","codelists/opensafely-antibacterials.csv"
"amr-uom-brit","ab_covid_2","codelists/opensafely-antibacterials.csv"
"amr-uom-brit","abtype_plot","codelists/opensafely-antibacterials.csv"
"amr-uom-brit","add-lockdown-time-in-plot","codelists/opensafely-antibacterials.csv"
"amr-uom-brit","antibiotics_with_indications","codelists/opensafely-antibacterials.csv"
"amr-uom-brit","broad_ITS","codelists/opensafely-antibacterials.csv"
"amr-uom-brit","case-control_study.definition","codelists/opensafely-antibacterials.csv"
"amr-uom-brit","case_control_AB_covid","codelists/opensafely-antibacterials.csv"
"amr-uom-brit","covrx_date","codelists/opensafely-antibacterials.csv"
"amr-uom-brit","harmonic-month","codelists/opensafely-antibacterials.csv"
"amr-uom-brit","hosp_pred","codelists/opensafely-antibacterials.csv"
"amr-uom-brit","hospitalisation","codelists/opensafely-antibacterials.csv"
"amr-uom-brit","hospitalisation_analysis_review","codelists/opensafely-antibacterials.csv"
"amr-uom-brit","hospitalisation_rate","codelists/opensafely-antibacterials.csv"
"amr-uom-brit","hospitalisation_simple","codelists/opensafely-antibacterials.csv"
"amr-uom-brit","infection-consultation-plot","codelists/opensafely-antibacterials.csv"
"amr-uom-brit","jonm-variables-demo","codelists/opensafely-antibacterials.csv"
"amr-uom-brit","main","codelists/opensafely-antibacterials.csv"
"amr-uom-brit","monthly-count_rmd","codelists/opensafely-antibacterials.csv"
"amr-uom-brit","repeat_ab","codelists/opensafely-antibacterials.csv"
"amr-uom-brit","service_evaluation","codelists/opensafely-antibacterials.csv"
"amr-uom-brit","service_evaluation_2","codelists/opensafely-antibacterials.csv"
"amr-uom-brit","study-def-updates","codelists/opensafely-antibacterials.csv"
"amr-uom-brit","study_eval_repeated_abs","codelists/opensafely-antibacterials.csv"
"amr-uom-brit","test_6m","codelists/opensafely-antibacterials.csv"
"amr-uom-brit","using_basic_record_rds_files_for_baseline_table","codelists/opensafely-antibacterials.csv"
"amr-uom-brit","CC_AB_V3","codelists/opensafely-antidiabetic-drugs.csv"
"amr-uom-brit","CC_AB_covid_V2","codelists/opensafely-antidiabetic-drugs.csv"
"amr-uom-brit","CC_outcome_2","codelists/opensafely-antidiabetic-drugs.csv"
"amr-uom-brit","CC_outcome_3","codelists/opensafely-antidiabetic-drugs.csv"
"amr-uom-brit","ab_covid_1","codelists/opensafely-antidiabetic-drugs.csv"
"amr-uom-brit","ab_covid_2","codelists/opensafely-antidiabetic-drugs.csv"
"amr-uom-brit","case-control_study.definition","codelists/opensafely-antidiabetic-drugs.csv"
"amr-uom-brit","case_control_AB_covid","codelists/opensafely-antidiabetic-drugs.csv"
"amr-uom-brit","CC_AB_V3","codelists/opensafely-asthma-inhaler-salbutamol-medication.csv"
"amr-uom-brit","CC_AB_covid_V2","codelists/opensafely-asthma-inhaler-salbutamol-medication.csv"
"amr-uom-brit","CC_outcome_2","codelists/opensafely-asthma-inhaler-salbutamol-medication.csv"
"amr-uom-brit","CC_outcome_3","codelists/opensafely-asthma-inhaler-salbutamol-medication.csv"
"amr-uom-brit","ab_covid_1","codelists/opensafely-asthma-inhaler-salbutamol-medication.csv"
"amr-uom-brit","ab_covid_2","codelists/opensafely-asthma-inhaler-salbutamol-medication.csv"
"amr-uom-brit","case-control_study.definition","codelists/opensafely-asthma-inhaler-salbutamol-medication.csv"
"amr-uom-brit","case_control_AB_covid","codelists/opensafely-asthma-inhaler-salbutamol-medication.csv"
"amr-uom-brit","CC_AB_V3","codelists/opensafely-asthma-inhaler-steroid-medication.csv"
"amr-uom-brit","CC_AB_covid_V2","codelists/opensafely-asthma-inhaler-steroid-medication.csv"
"amr-uom-brit","CC_outcome_2","codelists/opensafely-asthma-inhaler-steroid-medication.csv"
"amr-uom-brit","CC_outcome_3","codelists/opensafely-asthma-inhaler-steroid-medication.csv"
"amr-uom-brit","ab_covid_1","codelists/opensafely-asthma-inhaler-steroid-medication.csv"
"amr-uom-brit","ab_covid_2","codelists/opensafely-asthma-inhaler-steroid-medication.csv"
"amr-uom-brit","case-control_study.definition","codelists/opensafely-asthma-inhaler-steroid-medication.csv"
"amr-uom-brit","case_control_AB_covid","codelists/opensafely-asthma-inhaler-steroid-medication.csv"
"amr-uom-brit","CC_AB_V3","codelists/opensafely-asthma-oral-prednisolone-medication.csv"
"amr-uom-brit","CC_AB_covid_V2","codelists/opensafely-asthma-oral-prednisolone-medication.csv"
"amr-uom-brit","CC_outcome_2","codelists/opensafely-asthma-oral-prednisolone-medication.csv"
"amr-uom-brit","CC_outcome_3","codelists/opensafely-asthma-oral-prednisolone-medication.csv"
"amr-uom-brit","ab_covid_1","codelists/opensafely-asthma-oral-prednisolone-medication.csv"
"amr-uom-brit","ab_covid_2","codelists/opensafely-asthma-oral-prednisolone-medication.csv"
"amr-uom-brit","case-control_study.definition","codelists/opensafely-asthma-oral-prednisolone-medication.csv"
"amr-uom-brit","case_control_AB_covid","codelists/opensafely-asthma-oral-prednisolone-medication.csv"
"amr-uom-brit","CC_AB_V3","codelists/opensafely-beta-blocker-medications.csv"
"amr-uom-brit","CC_AB_covid_V2","codelists/opensafely-beta-blocker-medications.csv"
"amr-uom-brit","CC_outcome_2","codelists/opensafely-beta-blocker-medications.csv"
"amr-uom-brit","CC_outcome_3","codelists/opensafely-beta-blocker-medications.csv"
"amr-uom-brit","ab_covid_1","codelists/opensafely-beta-blocker-medications.csv"
"amr-uom-brit","ab_covid_2","codelists/opensafely-beta-blocker-medications.csv"
"amr-uom-brit","case-control_study.definition","codelists/opensafely-beta-blocker-medications.csv"
"amr-uom-brit","case_control_AB_covid","codelists/opensafely-beta-blocker-medications.csv"
"amr-uom-brit","CC_AB_V3","codelists/opensafely-calcium-channel-blockers.csv"
"amr-uom-brit","CC_AB_covid_V2","codelists/opensafely-calcium-channel-blockers.csv"
"amr-uom-brit","CC_outcome_2","codelists/opensafely-calcium-channel-blockers.csv"
"amr-uom-brit","CC_outcome_3","codelists/opensafely-calcium-channel-blockers.csv"
"amr-uom-brit","ab_covid_1","codelists/opensafely-calcium-channel-blockers.csv"
"amr-uom-brit","ab_covid_2","codelists/opensafely-calcium-channel-blockers.csv"
"amr-uom-brit","case-control_study.definition","codelists/opensafely-calcium-channel-blockers.csv"
"amr-uom-brit","case_control_AB_covid","codelists/opensafely-calcium-channel-blockers.csv"
"amr-uom-brit","broad_ITS","codelists/opensafely-co-amoxiclav-cephalosporins-and-quinolones.csv"
"amr-uom-brit","main","codelists/opensafely-co-amoxiclav-cephalosporins-and-quinolones.csv"
"amr-uom-brit","service_evaluation","codelists/opensafely-co-amoxiclav-cephalosporins-and-quinolones.csv"
"amr-uom-brit","service_evaluation_2","codelists/opensafely-co-amoxiclav-cephalosporins-and-quinolones.csv"
"amr-uom-brit","CC_AB_V3","codelists/opensafely-combination-blood-pressure-medication.csv"
"amr-uom-brit","CC_AB_covid_V2","codelists/opensafely-combination-blood-pressure-medication.csv"
"amr-uom-brit","CC_outcome_2","codelists/opensafely-combination-blood-pressure-medication.csv"
"amr-uom-brit","CC_outcome_3","codelists/opensafely-combination-blood-pressure-medication.csv"
"amr-uom-brit","ab_covid_1","codelists/opensafely-combination-blood-pressure-medication.csv"
"amr-uom-brit","ab_covid_2","codelists/opensafely-combination-blood-pressure-medication.csv"
"amr-uom-brit","case-control_study.definition","codelists/opensafely-combination-blood-pressure-medication.csv"
"amr-uom-brit","case_control_AB_covid","codelists/opensafely-combination-blood-pressure-medication.csv"
"amr-uom-brit","CC_AB_V3","codelists/opensafely-influenza-vaccination.csv"
"amr-uom-brit","CC_AB_covid_V2","codelists/opensafely-influenza-vaccination.csv"
"amr-uom-brit","CC_outcome_2","codelists/opensafely-influenza-vaccination.csv"
"amr-uom-brit","CC_outcome_3","codelists/opensafely-influenza-vaccination.csv"
"amr-uom-brit","ab_covid_1","codelists/opensafely-influenza-vaccination.csv"
"amr-uom-brit","ab_covid_2","codelists/opensafely-influenza-vaccination.csv"
"amr-uom-brit","abtype_plot","codelists/opensafely-influenza-vaccination.csv"
"amr-uom-brit","add-lockdown-time-in-plot","codelists/opensafely-influenza-vaccination.csv"
"amr-uom-brit","antibiotics_with_indications","codelists/opensafely-influenza-vaccination.csv"
"amr-uom-brit","broad_ITS","codelists/opensafely-influenza-vaccination.csv"
"amr-uom-brit","case-control_study.definition","codelists/opensafely-influenza-vaccination.csv"
"amr-uom-brit","case_control_AB_covid","codelists/opensafely-influenza-vaccination.csv"
"amr-uom-brit","covrx_date","codelists/opensafely-influenza-vaccination.csv"
"amr-uom-brit","harmonic-month","codelists/opensafely-influenza-vaccination.csv"
"amr-uom-brit","hosp_pred","codelists/opensafely-influenza-vaccination.csv"
"amr-uom-brit","hospitalisation","codelists/opensafely-influenza-vaccination.csv"
"amr-uom-brit","hospitalisation_analysis_review","codelists/opensafely-influenza-vaccination.csv"
"amr-uom-brit","hospitalisation_rate","codelists/opensafely-influenza-vaccination.csv"
"amr-uom-brit","hospitalisation_simple","codelists/opensafely-influenza-vaccination.csv"
"amr-uom-brit","infection-consultation-plot","codelists/opensafely-influenza-vaccination.csv"
"amr-uom-brit","main","codelists/opensafely-influenza-vaccination.csv"
"amr-uom-brit","monthly-count_rmd","codelists/opensafely-influenza-vaccination.csv"
"amr-uom-brit","repeat_ab","codelists/opensafely-influenza-vaccination.csv"
"amr-uom-brit","service_evaluation","codelists/opensafely-influenza-vaccination.csv"
"amr-uom-brit","service_evaluation_2","codelists/opensafely-influenza-vaccination.csv"
"amr-uom-brit","study-def-updates","codelists/opensafely-influenza-vaccination.csv"
"amr-uom-brit","study_eval_repeated_abs","codelists/opensafely-influenza-vaccination.csv"
"amr-uom-brit","test_6m","codelists/opensafely-influenza-vaccination.csv"
"amr-uom-brit","using_basic_record_rds_files_for_baseline_table","codelists/opensafely-influenza-vaccination.csv"
"amr-uom-brit","CC_AB_V3","codelists/opensafely-insulin-medication.csv"
"amr-uom-brit","CC_AB_covid_V2","codelists/opensafely-insulin-medication.csv"
"amr-uom-brit","CC_outcome_2","codelists/opensafely-insulin-medication.csv"
"amr-uom-brit","CC_outcome_3","codelists/opensafely-insulin-medication.csv"
"amr-uom-brit","ab_covid_1","codelists/opensafely-insulin-medication.csv"
"amr-uom-brit","ab_covid_2","codelists/opensafely-insulin-medication.csv"
"amr-uom-brit","case-control_study.definition","codelists/opensafely-insulin-medication.csv"
"amr-uom-brit","case_control_AB_covid","codelists/opensafely-insulin-medication.csv"
"amr-uom-brit","CC_AB_V3","codelists/opensafely-spironolactone.csv"
"amr-uom-brit","CC_AB_covid_V2","codelists/opensafely-spironolactone.csv"
"amr-uom-brit","CC_outcome_2","codelists/opensafely-spironolactone.csv"
"amr-uom-brit","CC_outcome_3","codelists/opensafely-spironolactone.csv"
"amr-uom-brit","ab_covid_1","codelists/opensafely-spironolactone.csv"
"amr-uom-brit","ab_covid_2","codelists/opensafely-spironolactone.csv"
"amr-uom-brit","case-control_study.definition","codelists/opensafely-spironolactone.csv"
"amr-uom-brit","case_control_AB_covid","codelists/opensafely-spironolactone.csv"
"amr-uom-brit","CC_AB_V3","codelists/opensafely-statin-medication.csv"
"amr-uom-brit","CC_AB_covid_V2","codelists/opensafely-statin-medication.csv"
"amr-uom-brit","CC_outcome_2","codelists/opensafely-statin-medication.csv"
"amr-uom-brit","CC_outcome_3","codelists/opensafely-statin-medication.csv"
"amr-uom-brit","ab_covid_1","codelists/opensafely-statin-medication.csv"
"amr-uom-brit","ab_covid_2","codelists/opensafely-statin-medication.csv"
"amr-uom-brit","case-control_study.definition","codelists/opensafely-statin-medication.csv"
"amr-uom-brit","case_control_AB_covid","codelists/opensafely-statin-medication.csv"
"amr-uom-brit","CC_AB_V3","codelists/opensafely-thiazide-type-diuretic-medication.csv"
"amr-uom-brit","CC_AB_covid_V2","codelists/opensafely-thiazide-type-diuretic-medication.csv"
"amr-uom-brit","CC_outcome_2","codelists/opensafely-thiazide-type-diuretic-medication.csv"
"amr-uom-brit","CC_outcome_3","codelists/opensafely-thiazide-type-diuretic-medication.csv"
"amr-uom-brit","ab_covid_1","codelists/opensafely-thiazide-type-diuretic-medication.csv"
"amr-uom-brit","ab_covid_2","codelists/opensafely-thiazide-type-diuretic-medication.csv"
"amr-uom-brit","case-control_study.definition","codelists/opensafely-thiazide-type-diuretic-medication.csv"
"amr-uom-brit","case_control_AB_covid","codelists/opensafely-thiazide-type-diuretic-medication.csv"
"amr-uom-brit","broad_ITS","codelists/opensafely-trimethoprim.csv"
"amr-uom-brit","main","codelists/opensafely-trimethoprim.csv"
"amr-uom-brit","service_evaluation","codelists/opensafely-trimethoprim.csv"
"amr-uom-brit","service_evaluation_2","codelists/opensafely-trimethoprim.csv"
"amr-uom-brit","broad_ITS","codelists/opensafely-trimethoprim-and-nitrofurantoin.csv"
"amr-uom-brit","main","codelists/opensafely-trimethoprim-and-nitrofurantoin.csv"
"amr-uom-brit","service_evaluation","codelists/opensafely-trimethoprim-and-nitrofurantoin.csv"
"amr-uom-brit","service_evaluation_2","codelists/opensafely-trimethoprim-and-nitrofurantoin.csv"
"amr-uom-brit","CC_AB_V3","codelists/primis-covid19-vacc-uptake-covrx.csv"
"amr-uom-brit","CC_AB_covid_V2","codelists/primis-covid19-vacc-uptake-covrx.csv"
"amr-uom-brit","CC_outcome_2","codelists/primis-covid19-vacc-uptake-covrx.csv"
"amr-uom-brit","CC_outcome_3","codelists/primis-covid19-vacc-uptake-covrx.csv"
"amr-uom-brit","ab_covid_1","codelists/primis-covid19-vacc-uptake-covrx.csv"
"amr-uom-brit","ab_covid_2","codelists/primis-covid19-vacc-uptake-covrx.csv"
"amr-uom-brit","abtype_plot","codelists/primis-covid19-vacc-uptake-covrx.csv"
"amr-uom-brit","add-lockdown-time-in-plot","codelists/primis-covid19-vacc-uptake-covrx.csv"
"amr-uom-brit","antibiotics_with_indications","codelists/primis-covid19-vacc-uptake-covrx.csv"
"amr-uom-brit","broad_ITS","codelists/primis-covid19-vacc-uptake-covrx.csv"
"amr-uom-brit","case-control_study.definition","codelists/primis-covid19-vacc-uptake-covrx.csv"
"amr-uom-brit","case_control_AB_covid","codelists/primis-covid19-vacc-uptake-covrx.csv"
"amr-uom-brit","covrx_date","codelists/primis-covid19-vacc-uptake-covrx.csv"
"amr-uom-brit","harmonic-month","codelists/primis-covid19-vacc-uptake-covrx.csv"
"amr-uom-brit","hosp_pred","codelists/primis-covid19-vacc-uptake-covrx.csv"
"amr-uom-brit","hospitalisation","codelists/primis-covid19-vacc-uptake-covrx.csv"
"amr-uom-brit","hospitalisation_analysis_review","codelists/primis-covid19-vacc-uptake-covrx.csv"
"amr-uom-brit","hospitalisation_rate","codelists/primis-covid19-vacc-uptake-covrx.csv"
"amr-uom-brit","hospitalisation_simple","codelists/primis-covid19-vacc-uptake-covrx.csv"
"amr-uom-brit","infection-consultation-plot","codelists/primis-covid19-vacc-uptake-covrx.csv"
"amr-uom-brit","main","codelists/primis-covid19-vacc-uptake-covrx.csv"
"amr-uom-brit","monthly-count_rmd","codelists/primis-covid19-vacc-uptake-covrx.csv"
"amr-uom-brit","repeat_ab","codelists/primis-covid19-vacc-uptake-covrx.csv"
"amr-uom-brit","service_evaluation","codelists/primis-covid19-vacc-uptake-covrx.csv"
"amr-uom-brit","service_evaluation_2","codelists/primis-covid19-vacc-uptake-covrx.csv"
"amr-uom-brit","study-def-updates","codelists/primis-covid19-vacc-uptake-covrx.csv"
"amr-uom-brit","study_eval_repeated_abs","codelists/primis-covid19-vacc-uptake-covrx.csv"
"amr-uom-brit","test_6m","codelists/primis-covid19-vacc-uptake-covrx.csv"
"amr-uom-brit","using_basic_record_rds_files_for_baseline_table","codelists/primis-covid19-vacc-uptake-covrx.csv"
"antibody-and-antiviral-deployment","main","codelists/nhsd-immunosuppresant-drugs-pra-dmd.csv"
"antibody-and-antiviral-deployment","report","codelists/nhsd-immunosuppresant-drugs-pra-dmd.csv"
"antibody-and-antiviral-deployment","sgtf","codelists/nhsd-immunosuppresant-drugs-pra-dmd.csv"
"antibody-and-antiviral-deployment","main","codelists/nhsd-oral-steroid-drugs-pra-dmd.csv"
"antibody-and-antiviral-deployment","report","codelists/nhsd-oral-steroid-drugs-pra-dmd.csv"
"antibody-and-antiviral-deployment","sgtf","codelists/nhsd-oral-steroid-drugs-pra-dmd.csv"
"anticoagulants-research","dementia-covariate","codelists/opensafely-antiplatelets.csv"
"anticoagulants-research","fix-codelist-line-endings","codelists/opensafely-antiplatelets.csv"
"anticoagulants-research","master","codelists/opensafely-antiplatelets.csv"
"anticoagulants-research","minor-change-main-analysis","codelists/opensafely-antiplatelets.csv"
"anticoagulants-research","release-candidates","codelists/opensafely-antiplatelets.csv"
"anticoagulants-research","dementia-covariate","codelists/opensafely-aspirin.csv"
"anticoagulants-research","master","codelists/opensafely-aspirin.csv"
"anticoagulants-research","release-candidates","codelists/opensafely-aspirin.csv"
"anticoagulants-research","fix-suppression-codelists","codelists/opensafely-asthma-inhaler-salbutamol-medication.csv"
"anticoagulants-research","arg","codelists/opensafely-direct-acting-oral-anticoagulants-doac.csv"
"anticoagulants-research","dementia-covariate","codelists/opensafely-direct-acting-oral-anticoagulants-doac.csv"
"anticoagulants-research","fix-codelist-line-endings","codelists/opensafely-direct-acting-oral-anticoagulants-doac.csv"
"anticoagulants-research","fix-csv-problem","codelists/opensafely-direct-acting-oral-anticoagulants-doac.csv"
"anticoagulants-research","master","codelists/opensafely-direct-acting-oral-anticoagulants-doac.csv"
"anticoagulants-research","minor-change-main-analysis","codelists/opensafely-direct-acting-oral-anticoagulants-doac.csv"
"anticoagulants-research","release-candidates","codelists/opensafely-direct-acting-oral-anticoagulants-doac.csv"
"anticoagulants-research","arg","codelists/opensafely-influenza-vaccination.csv"
"anticoagulants-research","dementia-covariate","codelists/opensafely-influenza-vaccination.csv"
"anticoagulants-research","fix-codelist-line-endings","codelists/opensafely-influenza-vaccination.csv"
"anticoagulants-research","fix-csv-problem","codelists/opensafely-influenza-vaccination.csv"
"anticoagulants-research","master","codelists/opensafely-influenza-vaccination.csv"
"anticoagulants-research","minor-change-main-analysis","codelists/opensafely-influenza-vaccination.csv"
"anticoagulants-research","release-candidates","codelists/opensafely-influenza-vaccination.csv"
"anticoagulants-research","dementia-covariate","codelists/opensafely-low-molecular-weight-heparins-dmd.csv"
"anticoagulants-research","fix-codelist-line-endings","codelists/opensafely-low-molecular-weight-heparins-dmd.csv"
"anticoagulants-research","master","codelists/opensafely-low-molecular-weight-heparins-dmd.csv"
"anticoagulants-research","minor-change-main-analysis","codelists/opensafely-low-molecular-weight-heparins-dmd.csv"
"anticoagulants-research","release-candidates","codelists/opensafely-low-molecular-weight-heparins-dmd.csv"
"anticoagulants-research","dementia-covariate","codelists/opensafely-nsaids-oral.csv"
"anticoagulants-research","master","codelists/opensafely-nsaids-oral.csv"
"anticoagulants-research","release-candidates","codelists/opensafely-nsaids-oral.csv"
"anticoagulants-research","dementia-covariate","codelists/opensafely-oestrogen-and-oestrogen-like-drugs.csv"
"anticoagulants-research","fix-codelist-line-endings","codelists/opensafely-oestrogen-and-oestrogen-like-drugs.csv"
"anticoagulants-research","master","codelists/opensafely-oestrogen-and-oestrogen-like-drugs.csv"
"anticoagulants-research","minor-change-main-analysis","codelists/opensafely-oestrogen-and-oestrogen-like-drugs.csv"
"anticoagulants-research","release-candidates","codelists/opensafely-oestrogen-and-oestrogen-like-drugs.csv"
"anticoagulants-research","arg","codelists/opensafely-proton-pump-inhibitors-ppi-oral.csv"
"anticoagulants-research","dementia-covariate","codelists/opensafely-proton-pump-inhibitors-ppi-oral.csv"
"anticoagulants-research","fix-codelist-line-endings","codelists/opensafely-proton-pump-inhibitors-ppi-oral.csv"
"anticoagulants-research","fix-csv-problem","codelists/opensafely-proton-pump-inhibitors-ppi-oral.csv"
"anticoagulants-research","master","codelists/opensafely-proton-pump-inhibitors-ppi-oral.csv"
"anticoagulants-research","minor-change-main-analysis","codelists/opensafely-proton-pump-inhibitors-ppi-oral.csv"
"anticoagulants-research","release-candidates","codelists/opensafely-proton-pump-inhibitors-ppi-oral.csv"
"anticoagulants-research","arg","codelists/opensafely-warfarin.csv"
"anticoagulants-research","dementia-covariate","codelists/opensafely-warfarin.csv"
"anticoagulants-research","fix-codelist-line-endings","codelists/opensafely-warfarin.csv"
"anticoagulants-research","fix-csv-problem","codelists/opensafely-warfarin.csv"
"anticoagulants-research","master","codelists/opensafely-warfarin.csv"
"anticoagulants-research","minor-change-main-analysis","codelists/opensafely-warfarin.csv"
"anticoagulants-research","release-candidates","codelists/opensafely-warfarin.csv"
"anticoagulant-switching-research","master","codelists/opensafely-direct-acting-oral-anticoagulants-doac.csv"
"anticoagulant-switching-research","release-candidates","codelists/opensafely-direct-acting-oral-anticoagulants-doac.csv"
"anticoagulant-switching-research","master","codelists/opensafely-warfarin.csv"
"anticoagulant-switching-research","release-candidates","codelists/opensafely-warfarin.csv"
"antidepressant-prescribing-lda","main","codelists/opensafely-monoamine-oxidase-inhibitors-dmd.csv"
"antidepressant-prescribing-lda","reformatting","codelists/opensafely-monoamine-oxidase-inhibitors-dmd.csv"
"antidepressant-prescribing-lda","test","codelists/opensafely-monoamine-oxidase-inhibitors-dmd.csv"
"antidepressant-prescribing-lda","main","codelists/opensafely-other-antidepressants-dmd.csv"
"antidepressant-prescribing-lda","reformatting","codelists/opensafely-other-antidepressants-dmd.csv"
"antidepressant-prescribing-lda","test","codelists/opensafely-other-antidepressants-dmd.csv"
"antidepressant-prescribing-lda","main","codelists/opensafely-selective-serotonin-reuptake-inhibitors-dmd.csv"
"antidepressant-prescribing-lda","reformatting","codelists/opensafely-selective-serotonin-reuptake-inhibitors-dmd.csv"
"antidepressant-prescribing-lda","test","codelists/opensafely-selective-serotonin-reuptake-inhibitors-dmd.csv"
"antidepressant-prescribing-lda","main","codelists/opensafely-tricyclic-and-related-antidepressants-dmd.csv"
"antidepressant-prescribing-lda","reformatting","codelists/opensafely-tricyclic-and-related-antidepressants-dmd.csv"
"antidepressant-prescribing-lda","test","codelists/opensafely-tricyclic-and-related-antidepressants-dmd.csv"
"antidepressants","main","codelists/opensafely-selective-serotonin-reuptake-inhibitors-dmd.csv"
"antimicrobial-stewardship","master","codelists/opensafely-antibacterials.csv"
"antimicrobial-stewardship","release-candidates","codelists/opensafely-antibacterials.csv"
"antimicrobial-stewardship","study_def","codelists/opensafely-antibacterials.csv"
"antimicrobial-stewardship","master","codelists/opensafely-co-amoxiclav-cephalosporins-and-quinolones.csv"
"antimicrobial-stewardship","release-candidates","codelists/opensafely-co-amoxiclav-cephalosporins-and-quinolones.csv"
"antimicrobial-stewardship","study_def","codelists/opensafely-co-amoxiclav-cephalosporins-and-quinolones.csv"
